Processed_Text,Type
shortcut android data usage preference also pre ics device,Device
upgrade dependency downgrade material dialog avoid crash old android version,Android Version
sync persistence update use new sdk,Android Version
use network callback android 6 marshmallow,Android Version
fix crash android 4,Android Version
decrease minsdkversion support device close,Other
drop support kitkat target android qqq,Android Version
fix massive crash pre kitkat device,Android Version
update library update android sdk remove deprecated apis,Android Version
remove vector drawable use notification pre lollipop device crash,Android Version
android cmakelists txt added support support compatibility support library path v7 appcompat,Android Version
workaround crash samsung device android,Device
change android 9 pie validate store file start mission add warn storedfilehelper java simplify communication missionadapter downloadmanagerservice java since share looper simplify setvisible downloads button logic,Android Version
fix notification not display oreo,Android Version
upgrade androidx move materialcomponents theme,Android Version
issue 311 not reuse sqlitequerybuilder cupcake donut due android issue 1587,Android Version
fix debug change line separator dbg work also win platform,Other
upgrade support library version,Android Version
make card radius 0dp lollipop not crash kitkat,Android Version
add miss alignparentright old android version,Android Version
implement chrome custom tab update android support dependency udpate app version,Android Version
update api 25 api 26 android,Android Version
fix bookmark crash android 10 change icon change version,Android Version
fix cause immedate crash pre api 20 device,Android Version
update version number honeycomb version beta 1,Android Version
fix unresumed application android 8 device,Android Version
add compatibility android min api 15,Android Version
version modify theme reduce complexity introduce first material theme stuff slightly change layout spacing item change color allow reset imagecache preference menu reduce impact run imagecache fix interfere imagecache fix html entity appear image caption implement new toolbar replacement actionbar remove lollipop reason add content filter api level 17 avoid vulnerability script attack,Android Version
upgrade android support library hope new version might fix perf issue old one,Android Version
accord eclipse minimum sdk version set 2 target android set,Android Version
revert propertiesactivity fix pre honeycomb android version,Android Version
saf implementation full support directory api android lollipop later best effort handle kind error miss file revoke permission etc recover download implement directory choose fix download database version upgrade misc cleanup not release permission old save path user change download directory saf api,Android Version
disable bad linter warn old api use support library,Android Version
update color emoji android,Android Version
add text speech wrapper donut device can use android system pre donut will still fall back eyes free,Other
fix android build use hardcoded path data instead use one fetch android api init fix android miss version information,Other
update gradle replaced compile implementation dependency create new product dimension android pie fix start crash affect android pie,Android Version
update platform android sdk remove path hardcoding,Android Version
bugfix pre marshmallow device disable sound vibration work option not toggle,Android Version
update android library version,Android Version
simplify storage apis use use java classic way old android version use storage access framework new android version android lollipop later change external card write permission add option ask save path download warn user save path not define happen first newpipe run android lollipop later,Android Version
fix wrong android version constant ispowersavemode,Android Version
update circleci image version android api 29,Android Version
migrate support library architecture component androidx,Android Version
upgraded target sdk version 26 due google requirement,Android Version
add fullscreen support android device later signed dan cunningham dan github digitaldan,Android Version
update android job support android,Android Version
update resolver api android 8,Android Version
update target android sdk platform 24,Android Version
update android support libs,Android Version
support iphone6 login screen,Android Version
45401 fix crash old version android,Android Version
bump minimal android version api 21,Android Version
update android 8 api level 26,Android Version
support api level 3,Android Version
add legacy support torchapi pre marshmallow device fix crash,Android Version
low minimal support sdk version 21 android 5,Android Version
android enable displaymode api device nougat,Android Version
update dependency add support android 8 version code 464,Android Version
upgrade compile sdk 27 update library late compatible version,Android Version
android update build sdk 26 28 version,Android Version
various apps update android api level 15,Android Version
support api 25 use new divideritemdecoration,Android Version
fix notification compatibility oreo,Android Version
update xep 0184 support version backward compatibility version,Other
update large aspect ratio new android flagship device bump compilesdkversion version 25,Android Version
walletapplication low android version requirement full sync,Android Version
updated support library,Android Version
fix compatibility old android version least effort,Android Version
fix click notification action will crash certain android device,Device
android studio update gradle version update,Android Version
add new hardware profile update jelly bean galaxy nexus omap4460 powervr sgx540 require new set polygon offset value fix flickering shadow new value not match previous profile add new profile profiler check hardware string tuna android version decide profile use,Android Version
update target sdk 28 pie,Android Version
fix gradle build android release build android backup disable face lollipop like,Android Version
update armips submodule attempt blackberry buildfix,Device
minimal android version api 25,Android Version
fix crash pre lollipop device api level 20 prior due try load attribute drawables,Android Version
track edit move activity icon next activity lable icon show gingerbread phone,Android Version
compile api 26 target,Android Version
add v4 support library update notification api,Android Version
upgrade dependency downgrade material dialog avoid crash old android version,Android Version
added support api level 13,Android Version
build removing support armeabi since armeabi device support minimum api level,Device
fix item click intent app widget pre honeycomb device,Android Version
add material function fix crash notification previous android version,Android Version
move greendroid api version 8 just people not install extra android sdk,Android Version
float scale animation fix crash old android version,Android Version
fix crash paracompact honeycomb,Android Version
fix crash send photo nougat improve compose type speed update user agent,Android Version
update app icon device android 8,Android Version
android support set target api add permission support update zbar library fix camera preview nexus 5x,Android Version
fix crash add widget android api 15 fix,Android Version
bugfixing batch update lollipop device,Android Version
old version android view get wrap way break onclick handler registration work around not use onclick handler,Android Version
update api level 19,Android Version
update guava version fix r8 compatibility,Other
fix crash android 2,Android Version
target android pie api 28,Android Version
version break enchiridion separate part try mitigate crash sony xperia device,Device
override version source android support v4 use one api 17,Android Version
oops fix compat report android,Other
design tablet fix crash honeycomb update actionbarsherlock,Android Version
new version number update play store fix issue galaxy 4s mini updated support library,Device
add android share plugin phonegap let send little message via whatever apps support device,Device
fix tracker compatibility old osmand version,Other
enable kitkat statusbar navigation bar transparency,Android Version
peer notification icon android low,Android Version
several fix test old android 4 phone fallback native code not available correctly load native code crash native power function zooming device report negative span,Android Version
update proguard rule workaround samsung compat support,Device
remove compatibility code pre api 19 version,Android Version
upgrade target android api level 28 android 9 move non functionality main activity baresip service simplified implementation call transfer modify baresip launcher status bar image,Android Version
fix cell operation pre gingerbread device,Android Version
swallow another weird android http lib exception use proper ioexception constructor now api 9 not log unuseful message obscure error,Android Version
migrate androidx api 28 android 9 support,Android Version
target late android version update build tools,Android Version
update support libs version,Android Version
add search button option menu option menu now full search setting will often end ^^hup menu still plenty android device without search button include honeycomb tablet,Device
keep window device sleep play,Other
add api level compatibility support class,Android Version
implement isvalidfragment fix android fix android api 19 kitkat close,Android Version
fix crash boot android oreo,Android Version
switch honeycomb controller interface cross platform support,Other
fix offline broadcast receiver not work oreo device,Android Version
update support library,Android Version
updated app android lollipop,Android Version
add back support api level 7 12 android 1 shockingly large percentage pro free especially free user old version android not receive future update minsdkversion leave set 13 rather old 7 seemingly work proguard setup enable now add old support library make apk little large proguard enable set currently add support old version android grow apk 400k must test carefully enable release,Android Version
set target api 23 android support,Android Version
use saf supported android version,Android Version
remove api check low version not support anymore,Android Version
min version android fix compile error due lib update,Android Version
update targetsdkversion compilsesdkversion 28 update support library version update build gradle version,Android Version
junit modification support mobile device,Device
update support library android gradle plugin late,Android Version
qml support extreme widescreen android device,Device
float scale animation fix crash old android version,Android Version
fix affect old android version,Android Version
fix crash android,Android Version
add app name notification text version android nougat,Android Version
early version compatible api_level 7,Android Version
fix notification hide old android version hide set oreo,Android Version
fix compatibility issue news version 10 drop api v1 support,Android Version
change google play service froyo rev 12 continue support android,Android Version
tag android version support different contact book behavior android 19,Android Version
fix support device api 21 attr inside drawable resource,Device
fix android 4 breakage due newer version okhttp drop support revert change make proguard file fix crash,Android Version
xlarge screen support api 9 gingerbread onwards,Android Version
remove reference j2me platform specific class android build configuration update android project file android sdk fix compilation android foreground service android 3,Android Version
fix crash determine bluetooth mac via reflection pixel 2,Device
add channel support android oreo,Android Version
default vulkan android pie later fix,Android Version
add service execute scheduled task upgraded minimum require version gingerbread api level 9 also need betterpickers library modify exporterasynctask executable without context add targetapi annotation class require api level 11,Android Version
cleanup move android version buildsystem config good compatibility,Other
lan issue nougat version,Android Version
add support add toolbar android,Android Version
update support library version,Android Version
android oreo support,Android Version
possible fix enable connection use tls pre lollipop android version also expand enabled list cipher suite,Android Version
resolve crash nexus one rotate device notification wizard open seem support library old android system,Device
propertiesactivity fix pre honeycomb android version,Android Version
update xchange switch android api level 19,Android Version
update minsdk android honeycomb longer suppoted,Android Version
fix crash issue ice cream sandwich device,Android Version
fix compatibility warning layout update document change version 1,Other
initial stab freeform mode support android pie,Android Version
version support android,Android Version
update new crashlytics not work api 8,Android Version
fix struct pad error affect android x86 make produce savestates not compatible platform,Other
split various apps gci task darriel update menu shortcut avoid conflict android shortcut fix issue 436 new shortcut,Android Version
fix crash pre marshmallow device,Android Version
fix legacy build not support phone number format pre api 14,Android Version
com android calculator2 update oreo,Android Version
target version change api level 17 update layout provide good support new android version issue,Android Version
fix android device,Android Version
I misunderstand marshmallow camera permission,Android Version
new sdk compatibility fix photoview package update intent explicitly target package,Android Version
fix crash android slide item,Android Version
fix crash android 4 uploadservice removetempdirectory,Android Version
update support lib version,Android Version
implement check permission service device run api level 23 android high,Android Version
update sdk build tool support library version,Android Version
fix crash extension release version crop border support android,Android Version
update sdk version honeycomb add hardware acceleration,Android Version
new integrate emoji compat allow usage new android oreo emojis android,Android Version
setstatusbarcolor android version lollipop,Android Version
fix app crash openening setting android,Android Version
add keyboard focus support phone,Device
upgrade sdk version 29 android,Android Version
whitelist issue pie version,Android Version
updated support library version,Android Version
android remove usb device not support,Device
use compat library restructuring bring android support close,Android Version
update target sdk version android,Android Version
add backwards compatibility code version,Other
basic compatibilty android api level 23,Android Version
update android support,Android Version
set android high compatible version issue solve,Android Version
need use old api pre lollipop device,Android Version
update support library version,Android Version
update sdk version v4 support library,Android Version
reader use supportinvalidateoptionsmenu instead invalidateoptionsmenu support device api v11,Device
add auto fallback clear text upload ocid encrypt upload fails fail even android device,Android Version
fix crash device not support file topath,Device
improve compatiblility old android version,Android Version
revert old version build tool compatibility gingerbread see,Android Version
camara android version compatibility fix,Android Version
fix crash android,Android Version
version code name bump 13 respectively add combinationactivity use new api call cache pretty input field not autocomplete error handle catchall place others auto test function add backgroundanimation preliminary method animate background colour change pre honeycomb device without objectanimator not complete minor theme fix remove actionbar appcompatactivity behave right exist theme,Device
android version not support scientific notation vector,Android Version
add multidex support old apis update late,Other
start work oreo autofillservice issue 9 upgrade target version 26 add service parse autofill structure not yet password,Android Version
remove code backwards compatibility android api 5,Android Version
split various apps update android api level 15,Android Version
fix compatibility api version 1,Android Version
disable old api,Android Version
simplify storage apis use use java classic way old android version use storage access framework new android version android lollipop later change external card write permission add option ask save path download warn user save path not define happen first newpipe run android lollipop later,Android Version
journal member update accord new member api,Android Version
android default sdk android 26 update doc,Android Version
update itext use android specific version,Android Version
android sdk update layout support large resolution high dpi,Android Version
several fix android 3 webserver now preference,Android Version
fixed comment crash kitkat,Android Version
fix compatibility api version 1,Other
5338 jni issue android device,Android Version
upgrade set min version api level 14,Android Version
updated target api level 22 android,Android Version
update vlc version fix crash android,Android Version
update new sdk platform build tool,Android Version
fix crash old android version,Android Version
bugfix theme load Other not support cursor palette,Other
fix crash android api 22,Android Version
refactor support hardware keyboard customization easily integrate new device future,Device
fix honeycomb compatibility seriously guy update,Android Version
not set params syncronized seem anrs device,Device
fix issue 4222 use wrong method get device sdk version result error apilevel 7 device,Android Version
crash android,Android Version
update android design support library,Android Version
android additional support pocketbook device,Device
change min version api 7 actionbarsherlock support,Android Version
add png version ic_reply xml use pre lollipop device,Android Version
now support api level 7 android still around 99,Android Version
upgrade target sdk version 16,Android Version
update test use api level 14 cm9 compat,Android Version
add intellij idea project file add android v4 support library,Android Version
saf implementation full support directory api android lollipop later best effort handle kind error miss file revoke permission etc recover download implement directory choose fix download database version upgrade misc cleanup not release permission old save path user change download directory saf api,Android Version
unused gridlayout remove crash android version prior,Android Version
wip updating element behavior support new old biometric apis android,Other
fix pre froyo device cancel not support,Android Version
update support library also fix background issue fabs pre android device,Android Version
bugfixes api 14 compatibility fixed databaseinterface calendar column read incorrectly removed ripple effect generic action button drawable added updated app compatability v7 build config added updated support library build config added updated junit hamcrest dependency build config updated version code play store release will auto update,Android Version
revert update android storage devices cause native crash,Other
add broadcast_sticky permission fix bluetooth android 4 device,Device
task assign xml not assume order number returned xml list old code work bitcomet early version fix need bitcomet later also compatible old version bitcomet,Other
update support library version,Android Version
update update version readme file honeycomb version beta 1,Android Version
bump compilesdk targetsdk version sdk 26 android oreo,Android Version
dirty fix fix android dirty retro compatibility support linesintersectionactivity,Other
fix crash uploadstarter samsung device android 5,Device
update minimum api version 16,Android Version
update android sdk build tool api level 18,Android Version
update robotium android support,Android Version
make lgcamera failsave let legacy device load api1,Device
port remain main code donut version not add yet toggle code lwp support hacky beta,Android Version
android 10 workaround crash user click ringtone preference update version,Android Version
add implementation asynctask support old device minimum api level 4 change call implementation,Device
fall back lollipop mms api pdu response not success,Android Version
fix crash device lollipop,Android Version
update dependency target api 28,Android Version
upgraded support library version,Android Version
update support android api version 10,Android Version
use query method compatible early api version fix conversion,Android Version
android support androidtv oreo homescreen channel,Device
release add support android oreo shutdownanimations,Android Version
simplify storage apis use use java classic way old android version use storage access framework new android version android lollipop later change external card write permission add option ask save path download warn user save path not define happen first newpipe run android lollipop later,Android Version
add read story view also add support 7 oversharekit,Android Version
fix dialog button text color old android version,Android Version
fix port_android system bar tint kitkat way make navigation status bar translucent transparent kitkat see corresponding code realted systembartintview enable since api 19 kitkat actually break navit api 17 device draw unrelated semitransparent bar top right side screen,Android Version
fix startup crash pre lollipop device not use build supported_abis,Android Version
fix crash android x86 device,Device
update support library version 22,Android Version
add shadow old android version,Android Version
support sdk20 18 android 3 kitkat partly jelly bean,Android Version
fix crash api low 21 android startup,Android Version
update minimum android version require showdialog use fix rotation issue,Android Version
update support library version,Android Version
android toggle keyboard menu item device not search key,Device
post digifit 1 add back froyo support use correct play lib 2 inc version new account add,Android Version
implement lollipop external storage api 2,Android Version
workaround android crash,Other
upgrade support library,Android Version
fix back button behaviour android honeycomb later,Android Version
fix crash occur canteen list old android version,Android Version
update support landscape tablet,Device
fix crash api level 21 main timeline due try tint status button selector,Android Version
support android lollipop,Android Version
update api level 29 migrate androidx,Android Version
fix recursion loop nougat android 7 device,Android Version
require android get rid actionbarsherlock android support dependency repository provide sdk,Other
fix issue sync device not require hash hack,Device
fix android keyboard crash hdpi device,Device
remove tilt map preference device not support rotation vector sensor,Device
replace old support libs androidx api 28 compat fix,Android Version
deprecate android sdk 8 sdk 24,Android Version
update targetsdkversion 29 android change canvas clip soft keyboard adhere behavior change android 10 migrate androidx migrate use biometricprompt instead fingerprintmanager keep compatibility samsungpass api device like sgs5 close close close,Android Version
android add support scummvm menu android device,Device
fix crash ancient android version due miss contentintent,Android Version
fix crash old android version,Android Version
possible fix enable connection use tls pre lollipop android version also expand enabled list cipher suite,Android Version
support swipable home screen xlarge device,Device
remove pre eclair code update camera parameter handle use 2 apis,Android Version
ignore cleartext traffic policy android pie new icon silver platinum update version number,Android Version
fix crash low api level,Android Version
update build marshmallow require move notification builder clean old plugin code switch v13 support library make api level 13 rather 7 new minimum old version will still serve older device plan upgrade new permission model next,Android Version
switch current android sdk version api 22 _r2 java7,Android Version
update common min require android 5,Android Version
fix setting crash samsung android 6 device,Device
fix crash api low 21 android startup,Android Version
fix slew api device compatibility issue,Other
added support dia api compatible device zodiac fix move_screen function density device,Android Version
update readme add heads notification support android 5 update medium index receive file,Android Version
update usb serial driver support device,Device
service intent must explicit alarm idle mode lollipop marshmallow,Android Version
fix crash launch preference android kitkat,Android Version
upgrade target android api level 28 android 9 move non functionality main activity baresip service simplified implementation call transfer modify baresip launcher status bar image,Android Version
fix crash key generation x86 device,Device
update version enable support android 4 test fix,Android Version
install shortcut android version support,Android Version
nsd temporarily disable android kitkat api 19 due cause occasional reboots,Android Version
update minimum android version jelly bean,Android Version
fix crash folder picker pre kitkat device fix,Android Version
add work around language persistency old android version,Android Version
upgrade androidx support library,Android Version
update backward compatible support import rule,Other
fix crash android enable gdx controllers,Other
hack temp fix crash moga lib lollipop,Android Version
workaround samsung android,Device
vulkan support device not properly support 16 bit texture like moltenvk,Device
androidhacks support binding api 21,Android Version
add compatibility api version 16,Android Version
update library update android sdk remove deprecated apis,Android Version
update common min require android version 5,Android Version
clean apiadapter now support api 7 great,Android Version
actual v8 compatibility,Other
shop list fix crash android cupcake due build version sdk_int line 698 modify imported class,Android Version
drop support android,Android Version
big cleanup layout enhancement change android api level 11 14 improve treeview layout add treeview state persistence add quick password send button treeview added icon entry visiblein treeview cleanup non used stuff etc replace printview icon font android iconics mikepenz,Android Version
update gradle address fab compat library layout render issue api 21 device,Android Version
move notificationcompat builder notification android marshmellow compatibility compile target,Android Version
fix crash old platform version,Other
preference support header device multipane support,Device
update compile sdk version 28 android 9,Android Version
device run android version old android,Android Version
implement storage access framework work finish mission database work downloadmission bump serializable version keep classic java api saf tree api support android lollipop high add wrapper saf stream open implement closeable sharpstream replace dispose method,Android Version
saf implementation full support directory api android lollipop later best effort handle kind error miss file revoke permission etc recover download implement directory choose fix download database version upgrade misc cleanup not release permission old save path user change download directory saf api,Android Version
cry fix kitkat lollipop device,Android Version
fix crash splash screen version kitkat due try load vector drawable selector,Android Version
fix notification crash jellybean kitkat vector drawables not support notification action button,Android Version
str disable unit test old android,Android Version
update newer support library,Android Version
implement permission device run api level 23 android high,Android Version
increase target api level 24 25 update support library rename classname fix,Android Version
fix chaining chrome crash old android version,Android Version
cec bump libcec minor change api clean not compatible previous version anymore,Android Version
bump version drop android kitkat api 19 support,Android Version
fix drawer crash api 24,Android Version
support api level 19 kitkat,Android Version
translucent navigation bar lollipop high,Android Version
